creationDate,startDate,endDate,value
2024-01-27 07:20:14-04:00,2024-01-27 04:53:30-04:00,2024-01-27 05:01:30-04:00,HKCategoryValueSleepAnalysisInBed
2024-01-27 07:20:14-04:00,2024-01-27 05:01:30-04:00,2024-01-27 05:05:00-04:00,HKCategoryValueSleepAnalysisAwake
2024-01-27 07:20:14-04:00,2024-01-27 05:05:00-04:00,2024-01-27 05:17:30-04:00,HKCategoryValueSleepAnalysisAsleepCore
2024-01-27 07:20:14-04:00,2024-01-27 05:17:30-04:00,2024-01-27 05:19:00-04:00,HKCategoryValueSleepAnalysisAsleepREM
2024-01-27 07:20:14-04:00,2024-01-27 05:05:00-04:00,2024-01-27 05:19:00-04:00,HKCategoryValueSleepAnalysisInBed
2024-01-27 07:20:14-04:00,2024-01-27 05:19:00-04:00,2024-01-27 05:49:30-04:00,HKCategoryValueSleepAnalysisAwake
2024-01-27 07:20:14-04:00,2024-01-27 05:49:30-04:00,2024-01-27 05:58:30-04:00,HKCategoryValueSleepAnalysisAsleepCore
2024-01-27 07:20:14-04:00,2024-01-27 05:49:30-04:00,2024-01-27 05:58:30-04:00,HKCategoryValueSleepAnalysisInBed
2024-01-27 07:20:14-04:00,2024-01-26 23:08:39-04:00,2024-01-27 07:20:14-04:00,HKCategoryValueSleepAnalysisInBed
2024-01-28 08:00:21-04:00,2024-01-27 23:51:30-04:00,2024-01-27 23:59:59-04:00,HKCategoryValueSleepAnalysisInBed
2024-01-28 08:00:21-04:00,2024-01-28 00:01:24-04:00,2024-01-28 00:06:09-04:00,HKCategoryValueSleepAnalysisInBed
2024-01-28 08:00:21-04:00,2024-01-28 00:06:14-04:00,2024-01-28 00:13:57-04:00,HKCategoryValueSleepAnalysisInBed
2024-01-28 08:00:21-04:00,2024-01-28 00:14:33-04:00,2024-01-28 00:22:50-04:00,HKCategoryValueSleepAnalysisInBed
2024-01-28 08:00:21-04:00,2024-01-28 00:23:25-04:00,2024-01-28 00:23:26-04:00,HKCategoryValueSleepAnalysisInBed
2024-01-28 08:00:21-04:00,2024-01-28 00:23:33-04:00,2024-01-28 00:23:34-04:00,HKCategoryValueSleepAnalysisInBed
2024-01-28 08:00:21-04:00,2024-01-28 00:25:12-04:00,2024-01-28 00:25:14-04:00,HKCategoryValueSleepAnalysisInBed
2024-01-28 08:00:21-04:00,2024-01-28 00:25:24-04:00,2024-01-28 00:30:44-04:00,HKCategoryValueSleepAnalysisInBed
2024-01-28 08:00:21-04:00,2024-01-28 00:30:55-04:00,2024-01-28 00:33:42-04:00,HKCategoryValueSleepAnalysisInBed
2024-01-28 08:00:21-04:00,2024-01-28 00:33:58-04:00,2024-01-28 00:35:20-04:00,HKCategoryValueSleepAnalysisInBed
2024-01-28 08:00:21-04:00,2024-01-28 00:35:34-04:00,2024-01-28 00:39:50-04:00,HKCategoryValueSleepAnalysisInBed
2024-01-28 08:00:21-04:00,2024-01-28 00:40:07-04:00,2024-01-28 00:40:08-04:00,HKCategoryValueSleepAnalysisInBed
2024-01-28 08:00:21-04:00,2024-01-28 00:40:22-04:00,2024-01-28 00:40:24-04:00,HKCategoryValueSleepAnalysisInBed
2024-01-28 08:00:21-04:00,2024-01-28 00:40:30-04:00,2024-01-28 00:41:13-04:00,HKCategoryValueSleepAnalysisInBed
2024-01-28 08:00:21-04:00,2024-01-28 00:41:46-04:00,2024-01-28 00:42:31-04:00,HKCategoryValueSleepAnalysisInBed
2024-01-28 08:00:21-04:00,2024-01-28 00:42:59-04:00,2024-01-28 00:43:44-04:00,HKCategoryValueSleepAnalysisInBed
2024-01-28 08:00:21-04:00,2024-01-28 00:43:48-04:00,2024-01-28 00:44:27-04:00,HKCategoryValueSleepAnalysisInBed
2024-01-28 08:00:21-04:00,2024-01-28 00:45:20-04:00,2024-01-28 00:45:21-04:00,HKCategoryValueSleepAnalysisInBed
2024-01-28 08:00:21-04:00,2024-01-28 00:45:38-04:00,2024-01-28 00:45:43-04:00,HKCategoryValueSleepAnalysisInBed
2024-01-28 08:00:21-04:00,2024-01-28 00:46:04-04:00,2024-01-28 00:47:37-04:00,HKCategoryValueSleepAnalysisInBed
2024-01-28 08:00:21-04:00,2024-01-28 00:47:42-04:00,2024-01-28 00:47:43-04:00,HKCategoryValueSleepAnalysisInBed
2024-01-28 08:00:21-04:00,2024-01-28 00:47:50-04:00,2024-01-28 00:48:20-04:00,HKCategoryValueSleepAnalysisInBed
2024-01-28 08:00:21-04:00,2024-01-28 00:48:26-04:00,2024-01-28 00:49:13-04:00,HKCategoryValueSleepAnalysisInBed
2024-01-28 08:00:21-04:00,2024-01-28 00:49:16-04:00,2024-01-28 00:49:17-04:00,HKCategoryValueSleepAnalysisInBed
2024-01-28 08:00:21-04:00,2024-01-28 00:49:20-04:00,2024-01-28 00:49:54-04:00,HKCategoryValueSleepAnalysisInBed
2024-01-28 08:00:21-04:00,2024-01-28 00:50:19-04:00,2024-01-28 00:50:53-04:00,HKCategoryValueSleepAnalysisInBed
2024-01-28 08:00:21-04:00,2024-01-28 00:51:13-04:00,2024-01-28 00:51:27-04:00,HKCategoryValueSleepAnalysisInBed
2024-01-28 08:00:21-04:00,2024-01-28 00:52:30-04:00,2024-01-28 00:52:31-04:00,HKCategoryValueSleepAnalysisInBed
2024-01-28 08:00:21-04:00,2024-01-28 00:52:51-04:00,2024-01-28 00:52:53-04:00,HKCategoryValueSleepAnalysisInBed
2024-01-28 08:00:21-04:00,2024-01-28 00:53:58-04:00,2024-01-28 00:55:20-04:00,HKCategoryValueSleepAnalysisInBed
2024-01-28 08:00:21-04:00,2024-01-28 00:55:24-04:00,2024-01-28 00:55:25-04:00,HKCategoryValueSleepAnalysisInBed
2024-01-28 08:00:21-04:00,2024-01-28 00:55:45-04:00,2024-01-28 00:56:56-04:00,HKCategoryValueSleepAnalysisInBed
2024-01-28 08:00:21-04:00,2024-01-28 00:57:10-04:00,2024-01-28 01:03:20-04:00,HKCategoryValueSleepAnalysisInBed
2024-01-28 08:00:21-04:00,2024-01-28 01:08:00-04:00,2024-01-28 01:08:07-04:00,HKCategoryValueSleepAnalysisInBed
2024-01-28 08:00:21-04:00,2024-01-28 01:08:23-04:00,2024-01-28 01:08:54-04:00,HKCategoryValueSleepAnalysisInBed
2024-01-28 08:00:21-04:00,2024-01-28 01:09:09-04:00,2024-01-28 01:09:29-04:00,HKCategoryValueSleepAnalysisInBed
2024-01-28 08:00:21-04:00,2024-01-28 01:10:48-04:00,2024-01-28 01:11:33-04:00,HKCategoryValueSleepAnalysisInBed
2024-01-28 08:00:21-04:00,2024-01-28 01:11:57-04:00,2024-01-28 01:17:23-04:00,HKCategoryValueSleepAnalysisInBed
2024-01-28 08:00:21-04:00,2024-01-28 02:11:43-04:00,2024-01-28 02:11:44-04:00,HKCategoryValueSleepAnalysisInBed
2024-01-28 08:00:21-04:00,2024-01-28 02:47:28-04:00,2024-01-28 02:47:53-04:00,HKCategoryValueSleepAnalysisInBed
2024-01-28 08:00:21-04:00,2024-01-28 03:46:50-04:00,2024-01-28 03:49:50-04:00,HKCategoryValueSleepAnalysisAsleepUnspecified
2024-01-28 08:00:21-04:00,2024-01-28 03:46:50-04:00,2024-01-28 03:49:50-04:00,HKCategoryValueSleepAnalysisInBed
2024-01-28 08:00:21-04:00,2024-01-28 03:49:50-04:00,2024-01-28 03:52:20-04:00,HKCategoryValueSleepAnalysisAwake
2024-01-28 08:00:21-04:00,2024-01-28 03:52:20-04:00,2024-01-28 04:39:20-04:00,HKCategoryValueSleepAnalysisAsleepUnspecified
2024-01-28 08:00:21-04:00,2024-01-28 03:52:20-04:00,2024-01-28 04:39:20-04:00,HKCategoryValueSleepAnalysisInBed
2024-01-28 08:00:21-04:00,2024-01-28 04:39:20-04:00,2024-01-28 04:40:20-04:00,HKCategoryValueSleepAnalysisAwake
2024-01-28 08:00:21-04:00,2024-01-28 04:40:20-04:00,2024-01-28 04:45:50-04:00,HKCategoryValueSleepAnalysisAsleepUnspecified
2024-01-28 08:00:21-04:00,2024-01-28 04:40:20-04:00,2024-01-28 04:45:50-04:00,HKCategoryValueSleepAnalysisInBed
2024-01-28 08:00:21-04:00,2024-01-28 04:45:50-04:00,2024-01-28 04:49:50-04:00,HKCategoryValueSleepAnalysisAwake
2024-01-28 08:00:21-04:00,2024-01-28 04:49:50-04:00,2024-01-28 04:53:20-04:00,HKCategoryValueSleepAnalysisAsleepUnspecified
2024-01-28 08:00:21-04:00,2024-01-28 04:49:50-04:00,2024-01-28 04:53:20-04:00,HKCategoryValueSleepAnalysisInBed
2024-01-28 08:00:21-04:00,2024-01-28 04:53:20-04:00,2024-01-28 04:55:20-04:00,HKCategoryValueSleepAnalysisAwake
2024-01-28 08:00:21-04:00,2024-01-28 04:55:20-04:00,2024-01-28 05:07:50-04:00,HKCategoryValueSleepAnalysisAsleepUnspecified
2024-01-28 08:00:21-04:00,2024-01-28 04:55:20-04:00,2024-01-28 05:07:50-04:00,HKCategoryValueSleepAnalysisInBed
2024-01-28 08:00:21-04:00,2024-01-28 05:07:50-04:00,2024-01-28 05:08:50-04:00,HKCategoryValueSleepAnalysisAwake
2024-01-28 08:00:21-04:00,2024-01-28 05:08:50-04:00,2024-01-28 05:11:50-04:00,HKCategoryValueSleepAnalysisAsleepUnspecified
2024-01-28 08:00:21-04:00,2024-01-28 05:08:50-04:00,2024-01-28 05:11:50-04:00,HKCategoryValueSleepAnalysisInBed
2024-01-28 08:00:21-04:00,2024-01-28 05:11:50-04:00,2024-01-28 05:15:50-04:00,HKCategoryValueSleepAnalysisAwake
2024-01-28 08:00:21-04:00,2024-01-28 05:15:50-04:00,2024-01-28 05:38:50-04:00,HKCategoryValueSleepAnalysisAsleepUnspecified
2024-01-28 08:00:21-04:00,2024-01-28 05:15:50-04:00,2024-01-28 05:38:50-04:00,HKCategoryValueSleepAnalysisInBed
2024-01-28 08:00:21-04:00,2024-01-28 05:38:50-04:00,2024-01-28 05:56:20-04:00,HKCategoryValueSleepAnalysisAwake
2024-01-28 08:00:21-04:00,2024-01-28 05:56:20-04:00,2024-01-28 06:01:50-04:00,HKCategoryValueSleepAnalysisAsleepUnspecified
2024-01-28 08:00:21-04:00,2024-01-28 05:56:20-04:00,2024-01-28 06:01:50-04:00,HKCategoryValueSleepAnalysisInBed
2024-01-28 08:00:21-04:00,2024-01-28 06:01:50-04:00,2024-01-28 06:04:20-04:00,HKCategoryValueSleepAnalysisAwake
2024-01-28 08:00:21-04:00,2024-01-28 06:04:20-04:00,2024-01-28 06:06:50-04:00,HKCategoryValueSleepAnalysisAsleepUnspecified
2024-01-28 08:00:21-04:00,2024-01-28 06:04:20-04:00,2024-01-28 06:06:50-04:00,HKCategoryValueSleepAnalysisInBed
2024-01-28 08:00:21-04:00,2024-01-28 06:06:50-04:00,2024-01-28 06:24:50-04:00,HKCategoryValueSleepAnalysisAwake
2024-01-28 08:00:21-04:00,2024-01-28 06:24:50-04:00,2024-01-28 06:57:50-04:00,HKCategoryValueSleepAnalysisAsleepUnspecified
2024-01-28 08:00:21-04:00,2024-01-28 06:24:50-04:00,2024-01-28 06:57:50-04:00,HKCategoryValueSleepAnalysisInBed
2024-01-28 08:00:21-04:00,2024-01-28 06:57:50-04:00,2024-01-28 06:58:50-04:00,HKCategoryValueSleepAnalysisAwake
2024-01-28 08:00:21-04:00,2024-01-28 06:58:50-04:00,2024-01-28 07:12:20-04:00,HKCategoryValueSleepAnalysisAsleepUnspecified
2024-01-28 08:00:21-04:00,2024-01-28 06:58:50-04:00,2024-01-28 07:12:20-04:00,HKCategoryValueSleepAnalysisInBed
2024-01-28 08:00:21-04:00,2024-01-28 07:12:20-04:00,2024-01-28 07:22:20-04:00,HKCategoryValueSleepAnalysisAwake
2024-01-28 08:00:21-04:00,2024-01-28 07:22:20-04:00,2024-01-28 07:39:20-04:00,HKCategoryValueSleepAnalysisAsleepUnspecified
2024-01-28 08:00:21-04:00,2024-01-28 07:22:20-04:00,2024-01-28 07:39:20-04:00,HKCategoryValueSleepAnalysisInBed
2024-01-28 08:00:21-04:00,2024-01-28 07:39:20-04:00,2024-01-28 07:41:20-04:00,HKCategoryValueSleepAnalysisAwake
2024-01-28 08:00:21-04:00,2024-01-28 07:41:20-04:00,2024-01-28 07:45:50-04:00,HKCategoryValueSleepAnalysisAsleepUnspecified
2024-01-28 08:00:21-04:00,2024-01-28 07:41:20-04:00,2024-01-28 07:45:50-04:00,HKCategoryValueSleepAnalysisInBed
2024-01-28 08:00:21-04:00,2024-01-28 02:47:55-04:00,2024-01-28 08:00:20-04:00,HKCategoryValueSleepAnalysisInBed
2024-01-29 07:27:10-04:00,2024-01-29 00:35:52-04:00,2024-01-29 01:14:52-04:00,HKCategoryValueSleepAnalysisAsleepCore
2024-01-29 07:27:10-04:00,2024-01-29 01:14:52-04:00,2024-01-29 01:27:22-04:00,HKCategoryValueSleepAnalysisAsleepDeep
2024-01-29 07:27:10-04:00,2024-01-29 01:27:22-04:00,2024-01-29 01:30:22-04:00,HKCategoryValueSleepAnalysisAsleepCore
2024-01-29 07:27:10-04:00,2024-01-29 01:30:22-04:00,2024-01-29 01:36:22-04:00,HKCategoryValueSleepAnalysisAsleepDeep
2024-01-29 07:27:10-04:00,2024-01-29 01:36:22-04:00,2024-01-29 01:42:22-04:00,HKCategoryValueSleepAnalysisAsleepCore
2024-01-29 07:27:10-04:00,2024-01-29 00:35:52-04:00,2024-01-29 01:42:22-04:00,HKCategoryValueSleepAnalysisInBed
2024-01-29 07:27:10-04:00,2024-01-29 01:42:22-04:00,2024-01-29 01:43:22-04:00,HKCategoryValueSleepAnalysisAwake
2024-01-29 07:27:10-04:00,2024-01-29 01:43:22-04:00,2024-01-29 01:50:52-04:00,HKCategoryValueSleepAnalysisAsleepCore
2024-01-29 07:27:10-04:00,2024-01-29 01:43:22-04:00,2024-01-29 01:50:52-04:00,HKCategoryValueSleepAnalysisInBed
2024-01-29 07:27:10-04:00,2024-01-29 01:50:52-04:00,2024-01-29 01:52:22-04:00,HKCategoryValueSleepAnalysisAwake
2024-01-29 07:27:10-04:00,2024-01-29 01:52:22-04:00,2024-01-29 02:03:22-04:00,HKCategoryValueSleepAnalysisAsleepCore
2024-01-29 07:27:10-04:00,2024-01-29 01:52:22-04:00,2024-01-29 02:03:22-04:00,HKCategoryValueSleepAnalysisInBed
2024-01-29 07:27:10-04:00,2024-01-29 02:03:22-04:00,2024-01-29 02:09:52-04:00,HKCategoryValueSleepAnalysisAwake
2024-01-29 07:27:10-04:00,2024-01-29 02:09:52-04:00,2024-01-29 02:12:52-04:00,HKCategoryValueSleepAnalysisAsleepCore
2024-01-29 07:27:10-04:00,2024-01-29 02:09:52-04:00,2024-01-29 02:12:52-04:00,HKCategoryValueSleepAnalysisInBed
2024-01-29 07:27:10-04:00,2024-01-29 02:12:52-04:00,2024-01-29 02:13:52-04:00,HKCategoryValueSleepAnalysisAwake
2024-01-29 07:27:10-04:00,2024-01-29 02:13:52-04:00,2024-01-29 02:16:52-04:00,HKCategoryValueSleepAnalysisAsleepCore
2024-01-29 07:27:10-04:00,2024-01-29 02:13:52-04:00,2024-01-29 02:16:52-04:00,HKCategoryValueSleepAnalysisInBed
2024-01-29 07:27:10-04:00,2024-01-29 02:16:52-04:00,2024-01-29 02:17:52-04:00,HKCategoryValueSleepAnalysisAwake
2024-01-29 07:27:10-04:00,2024-01-29 02:17:52-04:00,2024-01-29 02:39:22-04:00,HKCategoryValueSleepAnalysisAsleepCore
2024-01-29 07:27:10-04:00,2024-01-29 02:17:52-04:00,2024-01-29 02:39:22-04:00,HKCategoryValueSleepAnalysisInBed
2024-01-29 07:27:10-04:00,2024-01-29 02:39:22-04:00,2024-01-29 02:40:52-04:00,HKCategoryValueSleepAnalysisAwake
2024-01-29 07:27:10-04:00,2024-01-29 02:40:52-04:00,2024-01-29 03:10:52-04:00,HKCategoryValueSleepAnalysisAsleepCore
2024-01-29 07:27:10-04:00,2024-01-29 03:10:52-04:00,2024-01-29 03:11:52-04:00,HKCategoryValueSleepAnalysisAsleepREM
2024-01-29 07:27:10-04:00,2024-01-29 03:11:52-04:00,2024-01-29 03:14:22-04:00,HKCategoryValueSleepAnalysisAsleepCore
2024-01-29 07:27:10-04:00,2024-01-29 02:40:52-04:00,2024-01-29 03:14:22-04:00,HKCategoryValueSleepAnalysisInBed
2024-01-29 07:27:10-04:00,2024-01-29 03:14:22-04:00,2024-01-29 03:15:22-04:00,HKCategoryValueSleepAnalysisAwake
2024-01-29 07:27:10-04:00,2024-01-29 03:15:22-04:00,2024-01-29 03:24:52-04:00,HKCategoryValueSleepAnalysisAsleepCore
2024-01-29 07:27:10-04:00,2024-01-29 03:24:52-04:00,2024-01-29 04:05:52-04:00,HKCategoryValueSleepAnalysisAsleepREM
2024-01-29 07:27:10-04:00,2024-01-29 04:05:52-04:00,2024-01-29 04:29:22-04:00,HKCategoryValueSleepAnalysisAsleepCore
2024-01-29 07:27:10-04:00,2024-01-29 03:15:22-04:00,2024-01-29 04:29:22-04:00,HKCategoryValueSleepAnalysisInBed
2024-01-29 07:27:10-04:00,2024-01-29 04:29:22-04:00,2024-01-29 04:29:52-04:00,HKCategoryValueSleepAnalysisAwake
2024-01-29 07:27:10-04:00,2024-01-29 04:29:52-04:00,2024-01-29 04:45:52-04:00,HKCategoryValueSleepAnalysisAsleepCore
2024-01-29 07:27:10-04:00,2024-01-29 04:45:52-04:00,2024-01-29 04:49:22-04:00,HKCategoryValueSleepAnalysisAsleepDeep
2024-01-29 07:27:10-04:00,2024-01-29 04:49:22-04:00,2024-01-29 04:50:52-04:00,HKCategoryValueSleepAnalysisAsleepCore
2024-01-29 07:27:10-04:00,2024-01-29 04:50:52-04:00,2024-01-29 04:53:22-04:00,HKCategoryValueSleepAnalysisAsleepDeep
2024-01-29 07:27:10-04:00,2024-01-29 04:53:22-04:00,2024-01-29 05:01:22-04:00,HKCategoryValueSleepAnalysisAsleepCore
2024-01-29 07:27:10-04:00,2024-01-29 04:29:52-04:00,2024-01-29 05:01:22-04:00,HKCategoryValueSleepAnalysisInBed
2024-01-29 07:27:10-04:00,2024-01-29 05:01:22-04:00,2024-01-29 05:01:52-04:00,HKCategoryValueSleepAnalysisAwake
2024-01-29 07:27:10-04:00,2024-01-29 05:01:52-04:00,2024-01-29 05:24:22-04:00,HKCategoryValueSleepAnalysisAsleepCore
2024-01-29 07:27:10-04:00,2024-01-29 05:01:52-04:00,2024-01-29 05:24:22-04:00,HKCategoryValueSleepAnalysisInBed
2024-01-29 07:27:10-04:00,2024-01-29 05:24:22-04:00,2024-01-29 05:24:52-04:00,HKCategoryValueSleepAnalysisAwake
2024-01-29 07:27:10-04:00,2024-01-29 05:24:52-04:00,2024-01-29 05:44:22-04:00,HKCategoryValueSleepAnalysisAsleepCore
2024-01-29 07:27:10-04:00,2024-01-29 05:24:52-04:00,2024-01-29 05:44:22-04:00,HKCategoryValueSleepAnalysisInBed
2024-01-29 07:27:10-04:00,2024-01-29 05:44:22-04:00,2024-01-29 05:45:52-04:00,HKCategoryValueSleepAnalysisAwake
2024-01-29 07:27:10-04:00,2024-01-29 05:45:52-04:00,2024-01-29 05:52:22-04:00,HKCategoryValueSleepAnalysisAsleepCore
2024-01-29 07:27:10-04:00,2024-01-29 05:52:22-04:00,2024-01-29 06:13:52-04:00,HKCategoryValueSleepAnalysisAsleepREM
2024-01-29 07:27:10-04:00,2024-01-29 05:45:52-04:00,2024-01-29 06:13:52-04:00,HKCategoryValueSleepAnalysisInBed
2024-01-29 07:27:10-04:00,2024-01-29 06:13:52-04:00,2024-01-29 06:15:52-04:00,HKCategoryValueSleepAnalysisAwake
2024-01-29 07:27:10-04:00,2024-01-29 06:15:52-04:00,2024-01-29 06:22:22-04:00,HKCategoryValueSleepAnalysisAsleepCore
2024-01-29 07:27:10-04:00,2024-01-29 06:15:52-04:00,2024-01-29 06:22:22-04:00,HKCategoryValueSleepAnalysisInBed
2024-01-29 07:27:10-04:00,2024-01-28 23:40:52-04:00,2024-01-29 07:27:10-04:00,HKCategoryValueSleepAnalysisInBed
2024-01-30 07:47:24-04:00,2024-01-29 21:37:12-04:00,2024-01-29 22:04:12-04:00,HKCategoryValueSleepAnalysisAsleepUnspecified
2024-01-30 07:47:24-04:00,2024-01-29 21:37:12-04:00,2024-01-29 22:04:12-04:00,HKCategoryValueSleepAnalysisInBed
2024-01-30 07:47:24-04:00,2024-01-29 22:04:12-04:00,2024-01-29 22:11:12-04:00,HKCategoryValueSleepAnalysisAwake
2024-01-30 07:47:24-04:00,2024-01-29 22:11:12-04:00,2024-01-29 22:18:12-04:00,HKCategoryValueSleepAnalysisAsleepUnspecified
2024-01-30 07:47:24-04:00,2024-01-29 22:11:12-04:00,2024-01-29 22:18:12-04:00,HKCategoryValueSleepAnalysisInBed
2024-01-30 07:47:24-04:00,2024-01-29 22:18:12-04:00,2024-01-29 22:43:12-04:00,HKCategoryValueSleepAnalysisAwake
2024-01-30 07:47:24-04:00,2024-01-29 22:43:12-04:00,2024-01-29 22:45:42-04:00,HKCategoryValueSleepAnalysisAsleepUnspecified
2024-01-30 07:47:24-04:00,2024-01-29 22:43:12-04:00,2024-01-29 22:45:42-04:00,HKCategoryValueSleepAnalysisInBed
2024-01-30 07:47:24-04:00,2024-01-29 22:45:42-04:00,2024-01-30 00:07:42-04:00,HKCategoryValueSleepAnalysisAwake
2024-01-30 07:47:24-04:00,2024-01-30 00:07:42-04:00,2024-01-30 00:10:42-04:00,HKCategoryValueSleepAnalysisAsleepUnspecified
2024-01-30 07:47:24-04:00,2024-01-30 00:07:42-04:00,2024-01-30 00:10:42-04:00,HKCategoryValueSleepAnalysisInBed
2024-01-30 07:47:24-04:00,2024-01-30 00:10:42-04:00,2024-01-30 00:15:12-04:00,HKCategoryValueSleepAnalysisAwake
2024-01-30 07:47:24-04:00,2024-01-30 00:15:12-04:00,2024-01-30 00:17:12-04:00,HKCategoryValueSleepAnalysisAsleepUnspecified
2024-01-30 07:47:24-04:00,2024-01-30 00:15:12-04:00,2024-01-30 00:17:12-04:00,HKCategoryValueSleepAnalysisInBed
2024-01-30 07:47:24-04:00,2024-01-30 00:17:12-04:00,2024-01-30 00:19:42-04:00,HKCategoryValueSleepAnalysisAwake
2024-01-30 07:47:24-04:00,2024-01-30 00:19:42-04:00,2024-01-30 00:21:42-04:00,HKCategoryValueSleepAnalysisAsleepUnspecified
2024-01-30 07:47:24-04:00,2024-01-30 00:19:42-04:00,2024-01-30 00:21:42-04:00,HKCategoryValueSleepAnalysisInBed
2024-01-30 07:47:24-04:00,2024-01-30 00:21:42-04:00,2024-01-30 00:33:12-04:00,HKCategoryValueSleepAnalysisAwake
2024-01-30 07:47:24-04:00,2024-01-30 00:33:12-04:00,2024-01-30 00:37:12-04:00,HKCategoryValueSleepAnalysisAsleepUnspecified
2024-01-30 07:47:24-04:00,2024-01-30 00:33:12-04:00,2024-01-30 00:37:12-04:00,HKCategoryValueSleepAnalysisInBed
2024-01-30 07:47:24-04:00,2024-01-30 00:37:12-04:00,2024-01-30 02:24:12-04:00,HKCategoryValueSleepAnalysisAwake
2024-01-30 07:47:24-04:00,2024-01-30 02:24:12-04:00,2024-01-30 02:28:12-04:00,HKCategoryValueSleepAnalysisAsleepUnspecified
2024-01-30 07:47:24-04:00,2024-01-30 02:24:12-04:00,2024-01-30 02:28:12-04:00,HKCategoryValueSleepAnalysisInBed
2024-01-30 07:47:24-04:00,2024-01-30 02:28:12-04:00,2024-01-30 02:33:12-04:00,HKCategoryValueSleepAnalysisAwake
2024-01-30 07:47:24-04:00,2024-01-30 02:33:12-04:00,2024-01-30 02:37:12-04:00,HKCategoryValueSleepAnalysisAsleepUnspecified
2024-01-30 07:47:24-04:00,2024-01-30 02:33:12-04:00,2024-01-30 02:37:12-04:00,HKCategoryValueSleepAnalysisInBed
2024-01-30 07:47:24-04:00,2024-01-30 02:37:12-04:00,2024-01-30 02:37:42-04:00,HKCategoryValueSleepAnalysisAwake
2024-01-30 07:47:24-04:00,2024-01-30 02:37:42-04:00,2024-01-30 02:40:42-04:00,HKCategoryValueSleepAnalysisAsleepUnspecified
2024-01-30 07:47:24-04:00,2024-01-30 02:37:42-04:00,2024-01-30 02:40:42-04:00,HKCategoryValueSleepAnalysisInBed
2024-01-30 07:47:24-04:00,2024-01-30 02:40:42-04:00,2024-01-30 02:55:12-04:00,HKCategoryValueSleepAnalysisAwake
2024-01-30 07:47:24-04:00,2024-01-30 02:55:12-04:00,2024-01-30 03:05:42-04:00,HKCategoryValueSleepAnalysisAsleepUnspecified
2024-01-30 07:47:24-04:00,2024-01-30 02:55:12-04:00,2024-01-30 03:05:42-04:00,HKCategoryValueSleepAnalysisInBed
2024-01-30 07:47:24-04:00,2024-01-30 03:05:42-04:00,2024-01-30 03:06:42-04:00,HKCategoryValueSleepAnalysisAwake
2024-01-30 07:47:24-04:00,2024-01-30 03:06:42-04:00,2024-01-30 03:31:12-04:00,HKCategoryValueSleepAnalysisAsleepUnspecified
2024-01-30 07:47:24-04:00,2024-01-30 03:06:42-04:00,2024-01-30 03:31:12-04:00,HKCategoryValueSleepAnalysisInBed
2024-01-30 07:47:24-04:00,2024-01-30 03:31:12-04:00,2024-01-30 03:38:42-04:00,HKCategoryValueSleepAnalysisAwake
2024-01-30 07:47:24-04:00,2024-01-30 03:38:42-04:00,2024-01-30 03:41:12-04:00,HKCategoryValueSleepAnalysisAsleepUnspecified
2024-01-30 07:47:24-04:00,2024-01-30 03:38:42-04:00,2024-01-30 03:41:12-04:00,HKCategoryValueSleepAnalysisInBed
2024-01-30 07:47:24-04:00,2024-01-30 03:41:12-04:00,2024-01-30 03:43:12-04:00,HKCategoryValueSleepAnalysisAwake
2024-01-30 07:47:24-04:00,2024-01-30 03:43:12-04:00,2024-01-30 03:52:12-04:00,HKCategoryValueSleepAnalysisAsleepUnspecified
2024-01-30 07:47:24-04:00,2024-01-30 03:43:12-04:00,2024-01-30 03:52:12-04:00,HKCategoryValueSleepAnalysisInBed
2024-01-30 07:47:24-04:00,2024-01-30 03:52:12-04:00,2024-01-30 03:58:42-04:00,HKCategoryValueSleepAnalysisAwake
2024-01-30 07:47:24-04:00,2024-01-30 03:58:42-04:00,2024-01-30 04:02:12-04:00,HKCategoryValueSleepAnalysisAsleepUnspecified
2024-01-30 07:47:24-04:00,2024-01-30 03:58:42-04:00,2024-01-30 04:02:12-04:00,HKCategoryValueSleepAnalysisInBed
2024-01-30 07:47:24-04:00,2024-01-30 04:02:12-04:00,2024-01-30 04:05:42-04:00,HKCategoryValueSleepAnalysisAwake
2024-01-30 07:47:24-04:00,2024-01-30 04:05:42-04:00,2024-01-30 04:09:42-04:00,HKCategoryValueSleepAnalysisAsleepUnspecified
2024-01-30 07:47:24-04:00,2024-01-30 04:05:42-04:00,2024-01-30 04:09:42-04:00,HKCategoryValueSleepAnalysisInBed
2024-01-30 07:47:24-04:00,2024-01-30 04:09:42-04:00,2024-01-30 04:13:42-04:00,HKCategoryValueSleepAnalysisAwake
2024-01-30 07:47:24-04:00,2024-01-30 04:13:42-04:00,2024-01-30 04:15:12-04:00,HKCategoryValueSleepAnalysisAsleepUnspecified
2024-01-30 07:47:24-04:00,2024-01-30 04:13:42-04:00,2024-01-30 04:15:12-04:00,HKCategoryValueSleepAnalysisInBed
2024-01-30 07:47:24-04:00,2024-01-30 04:15:12-04:00,2024-01-30 04:17:42-04:00,HKCategoryValueSleepAnalysisAwake
2024-01-30 07:47:24-04:00,2024-01-30 04:17:42-04:00,2024-01-30 04:22:42-04:00,HKCategoryValueSleepAnalysisAsleepUnspecified
2024-01-30 07:47:24-04:00,2024-01-30 04:17:42-04:00,2024-01-30 04:22:42-04:00,HKCategoryValueSleepAnalysisInBed
